ID,Region,Households,Period,MixedIncomeNet_1,TotalCompensationOfEmployees_2,WagesAndSalaries_3,EmployersSocialContributions_4,TotalPropertyIncome_5,TotalPropertyIncome_6,PrimaryIncomeNet_7,PrimaryIncomeNet_8,ImputedSocialContributions_9,TotalSocialBenefits_10,SocialSecurityBenefits_11,SocialAssistanceBenefits_12,PensionBenefits_13,OtherPrivateSocialBenefits_14,UnfundedEmployeeSocialBenefits_15,TotalOtherCurrentTransfers_16,NonLifeInsuranceClaims_17,OtherCurrentTransfersNEC_18,TotalCurrentTaxesOnIncomeAndWealth_19,CurrentTaxesOnIncome_20,CurrentTaxesOnWealth_21,TotalSocialContributions_22,SocialSecurityContributions_23,ContributionsToPensionSchemes_24,OtherPrivateSocialContributions_25,ImputedSocialContributions_26,UnfundedEmplSocialBenefits_27,TotalOtherCurrentTransfers_28,NonLifeInsurancePremiums_29,OtherCurrentTransfersNEC_30,DisposableIncomeNet_31,MixedIncomeNet_32,TotalCompensationOfEmployees_33,WagesAndSalaries_34,EmployersSocialContributions_35,TotalPropertyIncome_36,TotalPropertyIncome_37,PrimaryIncomeNet_38,PrimaryIncomeNet_39,ImputedSocialContributions_40,TotalSocialBenefits_41,SocialSecurityBenefits_42,SocialAssistanceBenefits_43,PensionBenefits_44,OtherPrivateSocialBenefits_45,UnfundedEmployeeSocialBenefits_46,TotalOtherCurrentTransfers_47,NonLifeInsuranceClaims_48,OtherCurrentTransfersNEC_49,TotalCurrentTaxesOnIncomeAndWealth_50,CurrentTaxesOnIncome_51,CurrentTaxesOnWealth_52,TotalSocialContributions_53,SocialSecurityContributions_54,ContributionsToPensionSchemes_55,OtherPrivateSocialContributions_56,ImputedSocialContributions_57,UnfundedEmplSocialBenefits_58,TotalOtherCurrentTransfers_59,NonLifeInsurancePremiums_60,OtherCurrentTransfersNEC_61,DisposableIncomeNet_62,MixedIncomeNet_63,TotalCompensationOfEmployees_64,WagesAndSalaries_65,EmployersSocialContributions_66,TotalPropertyIncome_67,TotalPropertyIncome_68,PrimaryIncomeNet_69,PrimaryIncomeNet_70,ImputedSocialContributions_71,TotalSocialBenefits_72,SocialSecurityBenefits_73,SocialAssistanceBenefits_74,PensionBenefits_75,OtherPrivateSocialBenefits_76,UnfundedEmployeeSocialBenefits_77,TotalOtherCurrentTransfers_78,NonLifeInsuranceClaims_79,OtherCurrentTransfersNEC_80,TotalCurrentTaxesOnIncomeAndWealth_81,CurrentTaxesOnIncome_82,CurrentTaxesOnWealth_83,TotalSocialContributions_84,SocialSecurityContributions_85,ContributionsToPensionSchemes_86,OtherPrivateSocialContributions_87,ImputedSocialContributions_88,UnfundedEmplSocialBenefits_89,TotalOtherCurrentTransfers_90,NonLifeInsurancePremiums_91,OtherCurrentTransfersNEC_92,DisposableIncomeNet_93
816,Drenthe,"Wages, multi persons with children",1999,171.0,1960.0,1567.0,393.0,268.0,207.0,2192.0,2192.0,0.0,258.0,68.0,82.0,7.0,11.0,91.0,80.0,59.0,21.0,169.0,142.0,27.0,899.0,509.0,266.0,13.0,111.0,0.0,94.0,59.0,35.0,1368.0,971.0,11159.0,8920.0,2239.0,1528.0,1179.0,12479.0,12479.0,1.0,1471.0,388.0,464.0,37.0,65.0,517.0,457.0,337.0,120.0,962.0,809.0,153.0,5121.0,2899.0,1512.0,76.0,634.0,1.0,536.0,337.0,199.0,7787.0,3907.0,44891.0,35884.0,9008.0,6147.0,4745.0,50200.0,50200.0,6.0,5916.0,1559.0,1867.0,151.0,261.0,2078.0,1839.0,1354.0,485.0,3869.0,3255.0,614.0,20601.0,11663.0,6083.0,304.0,2551.0,6.0,2156.0,1354.0,802.0,31328.0
817,Drenthe,"Wages, multi persons with children",2000,177.0,2073.0,1650.0,423.0,291.0,237.0,2303.0,2303.0,0.0,257.0,67.0,79.0,11.0,12.0,89.0,88.0,64.0,24.0,186.0,155.0,31.0,955.0,537.0,287.0,16.0,115.0,0.0,100.0,64.0,36.0,1408.0,1008.0,11823.0,9413.0,2410.0,1658.0,1350.0,13138.0,13138.0,2.0,1468.0,381.0,449.0,64.0,67.0,507.0,501.0,363.0,138.0,1061.0,883.0,178.0,5446.0,3062.0,1639.0,91.0,654.0,2.0,571.0,363.0,208.0,8028.0,4021.0,47183.0,37565.0,9618.0,6616.0,5388.0,52431.0,52431.0,7.0,5858.0,1522.0,1790.0,254.0,267.0,2025.0,1999.0,1450.0,549.0,4236.0,3525.0,711.0,21734.0,12219.0,6540.0,364.0,2612.0,7.0,2279.0,1450.0,829.0,32040.0
818,Drenthe,"Wages, multi persons with children",2001,205.0,2302.0,1822.0,480.0,276.0,235.0,2548.0,2548.0,1.0,275.0,69.0,89.0,9.0,13.0,96.0,88.0,69.0,19.0,229.0,199.0,30.0,1008.0,539.0,332.0,15.0,121.0,1.0,112.0,69.0,43.0,1563.0,1149.0,12889.0,10201.0,2688.0,1546.0,1318.0,14266.0,14266.0,4.0,1541.0,385.0,496.0,53.0,70.0,537.0,494.0,387.0,107.0,1283.0,1116.0,166.0,5643.0,3020.0,1860.0,86.0,677.0,4.0,626.0,387.0,239.0,8749.0,4642.0,52078.0,41218.0,10860.0,6247.0,5326.0,57641.0,57641.0,18.0,6225.0,1554.0,2005.0,212.0,284.0,2170.0,1995.0,1563.0,432.0,5183.0,4511.0,672.0,22802.0,12203.0,7515.0,348.0,2737.0,18.0,2528.0,1563.0,965.0,35349.0
819,Drenthe,Mixed income,1995,604.0,105.0,97.0,8.0,80.0,122.0,666.0,666.0,2.0,36.0,19.0,13.0,0.0,1.0,2.0,15.0,13.0,2.0,90.0,78.0,12.0,87.0,68.0,15.0,1.0,3.0,2.0,18.0,13.0,5.0,522.0,16288.0,2819.0,2613.0,207.0,2150.0,3298.0,17959.0,17959.0,53.0,973.0,519.0,361.0,2.0,38.0,53.0,403.0,345.0,58.0,2424.0,2107.0,317.0,2334.0,1831.0,398.0,36.0,69.0,53.0,489.0,345.0,144.0,14089.0,50287.0,8705.0,8066.0,638.0,6638.0,10183.0,55446.0,55446.0,164.0,3004.0,1602.0,1115.0,7.0,117.0,163.0,1243.0,1064.0,179.0,7484.0,6506.0,977.0,7204.0,5653.0,1227.0,112.0,212.0,164.0,1510.0,1064.0,445.0,43496.0
820,Drenthe,Mixed income,1996,546.0,102.0,90.0,12.0,82.0,104.0,627.0,627.0,7.0,43.0,24.0,12.0,2.0,1.0,4.0,15.0,13.0,2.0,143.0,130.0,12.0,85.0,67.0,15.0,0.0,3.0,7.0,19.0,13.0,6.0,438.0,15314.0,2867.0,2536.0,331.0,2309.0,2919.0,17571.0,17571.0,204.0,1202.0,666.0,338.0,59.0,26.0,113.0,429.0,362.0,67.0,3999.0,3657.0,342.0,2394.0,1865.0,428.0,12.0,89.0,204.0,529.0,362.0,168.0,12279.0,45192.0,8460.0,7483.0,977.0,6814.0,8614.0,51851.0,51851.0,602.0,3546.0,1965.0,997.0,173.0,77.0,334.0,1266.0,1068.0,199.0,11801.0,10792.0,1009.0,7065.0,5505.0,1262.0,34.0,263.0,602.0,1562.0,1068.0,495.0,36235.0
821,Drenthe,Mixed income,1997,604.0,129.0,115.0,14.0,111.0,109.0,735.0,735.0,9.0,52.0,32.0,12.0,3.0,1.0,4.0,18.0,15.0,3.0,118.0,105.0,13.0,101.0,77.0,19.0,0.0,4.0,9.0,23.0,15.0,8.0,562.0,16471.0,3521.0,3141.0,381.0,3024.0,2985.0,20031.0,20031.0,258.0,1405.0,861.0,327.0,79.0,25.0,112.0,482.0,406.0,76.0,3205.0,2859.0,347.0,2760.0,2108.0,527.0,12.0,112.0,258.0,626.0,406.0,220.0,15327.0,47356.0,10125.0,9030.0,1095.0,8695.0,8583.0,57592.0,57592.0,742.0,4041.0,2477.0,940.0,229.0,73.0,323.0,1385.0,1166.0,218.0,9216.0,8219.0,997.0,7935.0,6062.0,1516.0,34.0,323.0,742.0,1800.0,1166.0,634.0,44068.0
822,Drenthe,Mixed income,1998,691.0,153.0,133.0,20.0,191.0,145.0,890.0,890.0,12.0,44.0,22.0,12.0,5.0,1.0,4.0,20.0,16.0,4.0,102.0,87.0,14.0,112.0,82.0,25.0,1.0,4.0,12.0,26.0,16.0,9.0,715.0,18047.0,4008.0,3478.0,530.0,4994.0,3796.0,23253.0,23253.0,306.0,1141.0,565.0,307.0,143.0,21.0,105.0,533.0,431.0,102.0,2656.0,2286.0,370.0,2918.0,2142.0,647.0,14.0,115.0,306.0,673.0,431.0,243.0,18680.0,51709.0,11484.0,9966.0,1518.0,14309.0,10876.0,66626.0,66626.0,876.0,3268.0,1618.0,880.0,411.0,59.0,300.0,1527.0,1234.0,293.0,7609.0,6550.0,1059.0,8361.0,6138.0,1853.0,40.0,329.0,876.0,1929.0,1234.0,695.0,53523.0
823,Drenthe,Mixed income,1999,660.0,147.0,125.0,21.0,155.0,127.0,833.0,833.0,12.0,45.0,22.0,12.0,4.0,1.0,6.0,22.0,17.0,5.0,35.0,18.0,17.0,125.0,97.0,23.0,0.0,5.0,12.0,27.0,17.0,10.0,714.0,16967.0,3775.0,3228.0,547.0,3975.0,3279.0,21438.0,21438.0,308.0,1160.0,576.0,318.0,99.0,19.0,147.0,574.0,444.0,130.0,903.0,474.0,430.0,3206.0,2493.0,583.0,11.0,119.0,308.0,689.0,444.0,245.0,18373.0,51758.0,11514.0,9847.0,1667.0,12126.0,10002.0,65397.0,65397.0,938.0,3539.0,1758.0,971.0,303.0,59.0,448.0,1752.0,1354.0,397.0,2756.0,1444.0,1311.0,9781.0,7603.0,1780.0,34.0,364.0,938.0,2101.0,1354.0,747.0,56049.0
824,Drenthe,Mixed income,2000,652.0,181.0,154.0,27.0,141.0,141.0,833.0,833.0,11.0,48.0,24.0,15.0,4.0,1.0,5.0,23.0,17.0,6.0,47.0,32.0,14.0,139.0,105.0,27.0,1.0,6.0,11.0,28.0,17.0,11.0,691.0,16932.0,4700.0,4001.0,699.0,3667.0,3669.0,21631.0,21631.0,282.0,1254.0,624.0,382.0,92.0,24.0,132.0,602.0,454.0,149.0,1208.0,834.0,374.0,3604.0,2736.0,703.0,17.0,148.0,282.0,728.0,454.0,274.0,17947.0,54100.0,15018.0,12783.0,2234.0,11717.0,11723.0,69112.0,69112.0,901.0,4007.0,1995.0,1221.0,292.0,78.0,421.0,1925.0,1450.0,475.0,3860.0,2666.0,1195.0,11515.0,8741.0,2246.0,55.0,472.0,901.0,2325.0,1450.0,876.0,57343.0
825,Drenthe,Mixed income,2001,681.0,196.0,173.0,23.0,118.0,147.0,848.0,848.0,11.0,46.0,24.0,13.0,3.0,1.0,6.0,40.0,19.0,21.0,42.0,30.0,12.0,122.0,103.0,12.0,1.0,6.0,11.0,30.0,19.0,11.0,741.0,17854.0,5133.0,4543.0,590.0,3096.0,3863.0,22220.0,22220.0,296.0,1199.0,621.0,332.0,73.0,28.0,145.0,1056.0,492.0,563.0,1096.0,774.0,322.0,3189.0,2709.0,305.0,17.0,159.0,296.0,778.0,492.0,286.0,19412.0,56679.0,16296.0,14421.0,1874.0,9830.0,12264.0,70541.0,70541.0,939.0,3807.0,1973.0,1054.0,233.0,89.0,460.0,3351.0,1563.0,1789.0,3479.0,2457.0,1022.0,10125.0,8600.0,969.0,52.0,504.0,939.0,2471.0,1563.0,909.0,61624.0
826,Drenthe,"Pension, total",1995,80.0,36.0,31.0,5.0,344.0,30.0,430.0,430.0,0.0,916.0,491.0,25.0,330.0,18.0,52.0,62.0,54.0,8.0,118.0,90.0,28.0,335.0,129.0,203.0,1.0,2.0,0.0,68.0,54.0,14.0,887.0,995.0,450.0,389.0,62.0,4298.0,377.0,5366.0,5366.0,0.0,11432.0,6123.0,313.0,4123.0,226.0,647.0,774.0,676.0,98.0,1478.0,1125.0,353.0,4183.0,1607.0,2540.0,11.0,25.0,0.0,845.0,676.0,169.0,11066.0,1566.0,709.0,612.0,97.0,6764.0,593.0,8446.0,8446.0,1.0,17992.0,9637.0,492.0,6489.0,356.0,1019.0,1218.0,1064.0,154.0,2326.0,1771.0,555.0,6583.0,2529.0,3997.0,17.0,39.0,1.0,1331.0,1064.0,266.0,17417.0
827,Drenthe,"Pension, total",1996,81.0,37.0,32.0,6.0,352.0,29.0,441.0,441.0,0.0,913.0,501.0,18.0,357.0,14.0,22.0,62.0,54.0,8.0,128.0,95.0,33.0,348.0,132.0,214.0,1.0,2.0,0.0,70.0,54.0,16.0,869.0,1003.0,465.0,396.0,70.0,4374.0,362.0,5480.0,5480.0,1.0,11358.0,6232.0,229.0,4446.0,180.0,270.0,769.0,674.0,94.0,1591.0,1186.0,405.0,4331.0,1641.0,2656.0,10.0,24.0,1.0,873.0,674.0,199.0,10812.0,1588.0,737.0,626.0,110.0,6925.0,573.0,8677.0,8677.0,2.0,17983.0,9868.0,363.0,7040.0,285.0,427.0,1217.0,1068.0,149.0,2519.0,1878.0,641.0,6857.0,2598.0,4205.0,16.0,38.0,2.0,1382.0,1068.0,315.0,17119.0
828,Drenthe,"Pension, total",1997,76.0,31.0,27.0,4.0,357.0,28.0,436.0,436.0,0.0,908.0,510.0,16.0,354.0,9.0,19.0,68.0,59.0,8.0,105.0,74.0,31.0,351.0,143.0,206.0,1.0,2.0,0.0,76.0,59.0,16.0,880.0,945.0,383.0,330.0,53.0,4421.0,343.0,5406.0,5406.0,0.0,11260.0,6324.0,204.0,4384.0,106.0,242.0,839.0,735.0,105.0,1305.0,917.0,387.0,4352.0,1771.0,2552.0,9.0,20.0,0.0,937.0,735.0,203.0,10911.0,1500.0,609.0,524.0,84.0,7020.0,545.0,8584.0,8584.0,0.0,17880.0,10042.0,323.0,6962.0,169.0,384.0,1333.0,1166.0,166.0,2072.0,1457.0,615.0,6911.0,2813.0,4052.0,15.0,31.0,0.0,1488.0,1166.0,322.0,17326.0
829,Drenthe,"Pension, total",1998,88.0,34.0,27.0,7.0,394.0,31.0,486.0,486.0,0.0,977.0,541.0,16.0,404.0,0.0,16.0,75.0,64.0,11.0,117.0,83.0,33.0,379.0,141.0,236.0,1.0,2.0,0.0,82.0,64.0,18.0,960.0,1075.0,412.0,324.0,89.0,4797.0,378.0,5906.0,5906.0,0.0,11887.0,6579.0,197.0,4917.0,2.0,192.0,911.0,781.0,130.0,1418.0,1013.0,405.0,4612.0,1711.0,2871.0,10.0,20.0,0.0,998.0,781.0,217.0,11677.0,1700.0,652.0,512.0,140.0,7582.0,598.0,9336.0,9336.0,1.0,18791.0,10400.0,312.0,7772.0,3.0,303.0,1440.0,1234.0,206.0,2241.0,1601.0,639.0,7291.0,2705.0,4539.0,16.0,32.0,1.0,1577.0,1234.0,343.0,18458.0
830,Drenthe,"Pension, total",1999,90.0,54.0,44.0,10.0,426.0,37.0,533.0,533.0,0.0,1160.0,590.0,13.0,537.0,0.0,21.0,85.0,71.0,14.0,96.0,66.0,29.0,466.0,173.0,290.0,1.0,2.0,0.0,89.0,71.0,18.0,1128.0,1086.0,654.0,528.0,126.0,5153.0,450.0,6442.0,6442.0,1.0,14026.0,7134.0,155.0,6486.0,3.0,249.0,1030.0,862.0,168.0,1156.0,802.0,354.0,5633.0,2088.0,3510.0,9.0,26.0,1.0,1076.0,862.0,214.0,13634.0,1706.0,1028.0,830.0,198.0,8100.0,708.0,10127.0,10127.0,1.0,22048.0,11214.0,243.0,10195.0,5.0,392.0,1619.0,1354.0,265.0,1817.0,1261.0,556.0,8855.0,3282.0,5517.0,15.0,40.0,1.0,1691.0,1354.0,337.0,21431.0
831,Drenthe,"Pension, total",2000,107.0,37.0,28.0,9.0,417.0,49.0,511.0,511.0,0.0,1164.0,626.0,15.0,498.0,0.0,24.0,97.0,79.0,18.0,103.0,69.0,34.0,411.0,193.0,216.0,1.0,1.0,0.0,99.0,79.0,20.0,1159.0,1239.0,425.0,321.0,104.0,4826.0,570.0,5921.0,5921.0,2.0,13487.0,7254.0,179.0,5768.0,2.0,284.0,1119.0,915.0,205.0,1190.0,800.0,390.0,4757.0,2231.0,2501.0,9.0,16.0,2.0,1152.0,915.0,237.0,13428.0,1965.0,673.0,509.0,164.0,7650.0,904.0,9384.0,9384.0,3.0,21378.0,11498.0,284.0,9143.0,3.0,450.0,1774.0,1450.0,324.0,1887.0,1268.0,619.0,7540.0,3536.0,3964.0,14.0,26.0,3.0,1825.0,1450.0,376.0,21283.0
832,Drenthe,"Pension, total",2001,115.0,63.0,52.0,10.0,377.0,55.0,499.0,499.0,0.0,1315.0,674.0,9.0,597.0,0.0,34.0,123.0,88.0,35.0,167.0,139.0,28.0,424.0,199.0,221.0,1.0,3.0,0.0,113.0,88.0,26.0,1233.0,1269.0,692.0,580.0,112.0,4169.0,611.0,5518.0,5518.0,3.0,14549.0,7458.0,103.0,6603.0,3.0,381.0,1358.0,972.0,386.0,1847.0,1542.0,305.0,4687.0,2202.0,2439.0,11.0,36.0,3.0,1255.0,972.0,283.0,13636.0,2039.0,1113.0,932.0,181.0,6700.0,982.0,8870.0,8870.0,4.0,23383.0,11987.0,166.0,10613.0,5.0,613.0,2183.0,1563.0,620.0,2969.0,2478.0,491.0,7534.0,3538.0,3920.0,17.0,57.0,4.0,2017.0,1563.0,455.0,21916.0
833,Drenthe,"Pension, single person",1995,24.0,2.0,2.0,0.0,119.0,8.0,137.0,137.0,0.0,337.0,215.0,11.0,99.0,5.0,7.0,29.0,25.0,3.0,42.0,32.0,10.0,104.0,44.0,60.0,0.0,0.0,0.0,30.0,25.0,5.0,326.0,1012.0,91.0,81.0,9.0,4956.0,352.0,5706.0,5706.0,0.0,14083.0,9002.0,445.0,4145.0,202.0,289.0,1196.0,1064.0,131.0,1759.0,1333.0,426.0,4346.0,1818.0,2521.0,5.0,1.0,0.0,1262.0,1064.0,197.0,13618.0,1012.0,91.0,81.0,9.0,4956.0,352.0,5706.0,5706.0,0.0,14083.0,9002.0,445.0,4145.0,202.0,289.0,1196.0,1064.0,131.0,1759.0,1333.0,426.0,4346.0,1818.0,2521.0,5.0,1.0,0.0,1262.0,1064.0,197.0,13618.0
834,Drenthe,"Pension, single person",1996,24.0,3.0,3.0,0.0,103.0,8.0,122.0,122.0,0.0,316.0,205.0,8.0,94.0,3.0,5.0,28.0,25.0,3.0,41.0,31.0,11.0,97.0,41.0,55.0,0.0,0.0,0.0,30.0,25.0,5.0,297.0,1031.0,136.0,121.0,15.0,4444.0,360.0,5251.0,5251.0,1.0,13600.0,8855.0,347.0,4060.0,124.0,214.0,1199.0,1068.0,131.0,1783.0,1323.0,460.0,4171.0,1770.0,2390.0,8.0,3.0,1.0,1292.0,1068.0,225.0,12803.0,1031.0,136.0,121.0,15.0,4444.0,360.0,5251.0,5251.0,1.0,13600.0,8855.0,347.0,4060.0,124.0,214.0,1199.0,1068.0,131.0,1783.0,1323.0,460.0,4171.0,1770.0,2390.0,8.0,3.0,1.0,1292.0,1068.0,225.0,12803.0
835,Drenthe,"Pension, single person",1997,23.0,4.0,3.0,0.0,107.0,7.0,127.0,127.0,0.0,311.0,207.0,9.0,89.0,2.0,5.0,30.0,27.0,3.0,33.0,23.0,10.0,97.0,46.0,51.0,0.0,0.0,0.0,33.0,27.0,6.0,306.0,1005.0,153.0,136.0,17.0,4660.0,286.0,5532.0,5532.0,1.0,13484.0,8970.0,377.0,3850.0,83.0,205.0,1313.0,1166.0,147.0,1429.0,999.0,430.0,4211.0,1980.0,2217.0,11.0,4.0,1.0,1425.0,1166.0,258.0,13265.0,1005.0,153.0,136.0,17.0,4660.0,286.0,5532.0,5532.0,1.0,13484.0,8970.0,377.0,3850.0,83.0,205.0,1313.0,1166.0,147.0,1429.0,999.0,430.0,4211.0,1980.0,2217.0,11.0,4.0,1.0,1425.0,1166.0,258.0,13265.0
836,Drenthe,"Pension, single person",1998,27.0,5.0,4.0,1.0,120.0,7.0,145.0,145.0,0.0,346.0,223.0,9.0,110.0,0.0,4.0,33.0,29.0,4.0,37.0,27.0,11.0,112.0,48.0,64.0,0.0,0.0,0.0,35.0,29.0,6.0,339.0,1138.0,234.0,175.0,58.0,5120.0,305.0,6186.0,6186.0,1.0,14763.0,9511.0,404.0,4685.0,1.0,162.0,1406.0,1234.0,172.0,1596.0,1132.0,464.0,4784.0,2056.0,2712.0,13.0,3.0,1.0,1480.0,1234.0,246.0,14495.0,1138.0,234.0,175.0,58.0,5120.0,305.0,6186.0,6186.0,1.0,14763.0,9511.0,404.0,4685.0,1.0,162.0,1406.0,1234.0,172.0,1596.0,1132.0,464.0,4784.0,2056.0,2712.0,13.0,3.0,1.0,1480.0,1234.0,246.0,14495.0
837,Drenthe,"Pension, single person",1999,28.0,6.0,4.0,2.0,126.0,11.0,148.0,148.0,0.0,391.0,244.0,9.0,134.0,0.0,5.0,38.0,33.0,5.0,27.0,19.0,7.0,131.0,59.0,71.0,0.0,0.0,0.0,38.0,33.0,6.0,382.0,1152.0,250.0,181.0,69.0,5176.0,458.0,6121.0,6121.0,1.0,16135.0,10049.0,352.0,5510.0,1.0,222.0,1568.0,1354.0,213.0,1107.0,798.0,309.0,5395.0,2435.0,2943.0,13.0,4.0,1.0,1583.0,1354.0,228.0,15739.0,1152.0,250.0,181.0,69.0,5176.0,458.0,6121.0,6121.0,1.0,16135.0,10049.0,352.0,5510.0,1.0,222.0,1568.0,1354.0,213.0,1107.0,798.0,309.0,5395.0,2435.0,2943.0,13.0,4.0,1.0,1583.0,1354.0,228.0,15739.0
838,Drenthe,"Pension, single person",2000,29.0,6.0,4.0,2.0,137.0,12.0,161.0,161.0,0.0,399.0,250.0,12.0,132.0,0.0,5.0,42.0,36.0,7.0,23.0,13.0,9.0,123.0,66.0,57.0,0.0,0.0,0.0,42.0,36.0,7.0,414.0,1196.0,240.0,169.0,71.0,5596.0,480.0,6551.0,6551.0,0.0,16233.0,10195.0,475.0,5357.0,1.0,204.0,1719.0,1450.0,269.0,920.0,549.0,371.0,5013.0,2692.0,2304.0,12.0,4.0,0.0,1720.0,1450.0,271.0,16850.0,1196.0,240.0,169.0,71.0,5596.0,480.0,6551.0,6551.0,0.0,16233.0,10195.0,475.0,5357.0,1.0,204.0,1719.0,1450.0,269.0,920.0,549.0,371.0,5013.0,2692.0,2304.0,12.0,4.0,0.0,1720.0,1450.0,271.0,16850.0
839,Drenthe,"Pension, single person",2001,30.0,8.0,7.0,1.0,107.0,11.0,134.0,134.0,0.0,409.0,261.0,3.0,140.0,0.0,5.0,45.0,38.0,7.0,40.0,33.0,7.0,114.0,62.0,51.0,0.0,0.0,0.0,46.0,38.0,8.0,386.0,1215.0,325.0,281.0,44.0,4394.0,445.0,5489.0,5489.0,2.0,16804.0,10715.0,126.0,5746.0,2.0,215.0,1840.0,1563.0,278.0,1664.0,1359.0,305.0,4693.0,2556.0,2103.0,15.0,18.0,2.0,1898.0,1563.0,335.0,15879.0,1215.0,325.0,281.0,44.0,4394.0,445.0,5489.0,5489.0,2.0,16804.0,10715.0,126.0,5746.0,2.0,215.0,1840.0,1563.0,278.0,1664.0,1359.0,305.0,4693.0,2556.0,2103.0,15.0,18.0,2.0,1898.0,1563.0,335.0,15879.0
840,Drenthe,"Pension, multi persons",1995,56.0,34.0,29.0,5.0,226.0,22.0,293.0,293.0,0.0,579.0,275.0,14.0,231.0,13.0,45.0,33.0,29.0,5.0,76.0,58.0,18.0,231.0,85.0,143.0,1.0,2.0,0.0,38.0,29.0,9.0,561.0,988.0,604.0,520.0,84.0,4018.0,388.0,5221.0,5221.0,0.0,10302.0,4896.0,256.0,4113.0,237.0,800.0,594.0,511.0,83.0,1358.0,1036.0,321.0,4113.0,1517.0,2548.0,13.0,35.0,0.0,668.0,511.0,157.0,9979.0,2058.0,1258.0,1082.0,175.0,8370.0,808.0,10877.0,10877.0,1.0,21462.0,10201.0,534.0,8568.0,493.0,1666.0,1238.0,1064.0,173.0,2828.0,2159.0,670.0,8568.0,3161.0,5307.0,28.0,73.0,1.0,1391.0,1064.0,327.0,20789.0
841,Drenthe,"Pension, multi persons",1996,57.0,34.0,29.0,5.0,248.0,21.0,319.0,319.0,0.0,597.0,296.0,10.0,263.0,12.0,17.0,34.0,29.0,5.0,87.0,65.0,22.0,251.0,91.0,158.0,1.0,2.0,0.0,40.0,29.0,11.0,572.0,992.0,599.0,507.0,92.0,4345.0,362.0,5573.0,5573.0,1.0,10448.0,5168.0,182.0,4603.0,203.0,292.0,594.0,515.0,79.0,1513.0,1131.0,383.0,4396.0,1588.0,2764.0,11.0,33.0,1.0,703.0,515.0,188.0,10004.0,2057.0,1242.0,1051.0,191.0,9013.0,751.0,11560.0,11560.0,3.0,21672.0,10720.0,377.0,9548.0,421.0,606.0,1232.0,1068.0,165.0,3139.0,2345.0,794.0,9118.0,3295.0,5733.0,22.0,68.0,3.0,1458.0,1068.0,390.0,20750.0
842,Drenthe,"Pension, multi persons",1997,53.0,27.0,24.0,4.0,249.0,21.0,309.0,309.0,0.0,597.0,303.0,8.0,265.0,7.0,15.0,37.0,32.0,5.0,72.0,51.0,21.0,254.0,97.0,155.0,1.0,1.0,0.0,43.0,32.0,10.0,574.0,920.0,475.0,408.0,68.0,4325.0,366.0,5355.0,5355.0,0.0,10370.0,5266.0,134.0,4598.0,116.0,256.0,650.0,562.0,88.0,1255.0,885.0,370.0,4409.0,1688.0,2686.0,9.0,26.0,0.0,742.0,562.0,180.0,9969.0,1911.0,987.0,847.0,140.0,8979.0,760.0,11117.0,11117.0,-1.0,21529.0,10932.0,279.0,9545.0,241.0,532.0,1349.0,1166.0,183.0,2605.0,1837.0,768.0,9153.0,3504.0,5577.0,18.0,54.0,-1.0,1541.0,1166.0,374.0,20697.0
843,Drenthe,"Pension, multi persons",1998,62.0,28.0,23.0,6.0,274.0,24.0,341.0,341.0,0.0,632.0,318.0,7.0,295.0,0.0,12.0,42.0,35.0,7.0,79.0,57.0,22.0,267.0,93.0,173.0,1.0,2.0,0.0,47.0,35.0,12.0,621.0,1050.0,484.0,383.0,101.0,4668.0,408.0,5794.0,5794.0,0.0,10742.0,5412.0,115.0,5009.0,3.0,204.0,714.0,600.0,114.0,1346.0,966.0,381.0,4544.0,1574.0,2935.0,9.0,27.0,0.0,806.0,600.0,205.0,10554.0,2160.0,995.0,787.0,207.0,9599.0,838.0,11916.0,11916.0,1.0,22090.0,11129.0,235.0,10301.0,5.0,419.0,1468.0,1234.0,234.0,2769.0,1986.0,783.0,9344.0,3236.0,6035.0,18.0,55.0,1.0,1657.0,1234.0,423.0,21704.0
844,Drenthe,"Pension, multi persons",1999,62.0,48.0,39.0,9.0,301.0,26.0,385.0,385.0,0.0,769.0,346.0,4.0,403.0,0.0,15.0,47.0,38.0,9.0,69.0,47.0,22.0,335.0,114.0,219.0,0.0,2.0,0.0,51.0,38.0,12.0,746.0,1058.0,822.0,672.0,150.0,5143.0,447.0,6576.0,6576.0,1.0,13152.0,5925.0,73.0,6890.0,4.0,260.0,807.0,657.0,150.0,1177.0,804.0,372.0,5732.0,1944.0,3745.0,8.0,35.0,1.0,866.0,657.0,208.0,12761.0,2180.0,1693.0,1384.0,309.0,10598.0,921.0,13550.0,13550.0,1.0,27101.0,12209.0,149.0,14198.0,9.0,536.0,1663.0,1354.0,309.0,2424.0,1657.0,767.0,11811.0,4006.0,7717.0,16.0,71.0,1.0,1784.0,1354.0,429.0,26295.0
